CrewID,Name,Role,FlightNumber,Certification,FlightHours,DutyHours,Legal,ViolationReason
bbcd4605-dbb2-4de3-a113-380fdf5adf2b,Avery Lee,Flight Attendant,UA9392,B787,2.22,3.72,True,
d83b5633-1abc-4dae-8f00-81a982a96385,Morgan Martinez,Flight Attendant,UA9392,A320,2.22,3.72,True,
de66b51c-1e46-4b3f-8e99-e42b1c30cb37,Taylor Lee,Flight Attendant,UA9392,B737,2.22,3.72,True,
075e0faf-8faa-488d-9ba8-8ce40c756a3b,Taylor Davis,Captain,UA9297,A320,2.25,3.75,True,
ea95aea7-236b-4103-87b4-a3486f68784a,Jamie Davis,First Officer,UA9297,CRJ900,2.25,3.75,True,
fece3b09-4437-492b-8318-28fc0a5670a3,Avery Lee,Flight Attendant,UA9297,A320,2.25,3.75,True,
6c2eb6c4-6ddc-467c-bea1-a4495663fa62,Jordan Johnson,Flight Attendant,UA9297,A320,2.25,3.75,True,
cf73ba11-9f9a-4575-ba30-8bc5bbce470b,Reese Smith,Flight Attendant,UA9297,A320,2.25,3.75,True,
03437289-b570-477d-b7b6-65029af913ac,Morgan Davis,Flight Attendant,UA9297,A321,2.25,3.75,True,
95c5bae9-07f0-42eb-9089-be61cc55e03c,Jamie Smith,Flight Attendant,UA9297,B787,2.25,3.75,True,
7e9c906b-123d-4bc1-b74d-5f5158bdc565,Morgan Garcia,Flight Attendant,UA9297,A321,2.25,3.75,True,
8981c196-2ba1-4874-94d9-803914d629f8,Taylor Martinez,Captain,UA8185,A320,2.53,4.03,True,
2ba93e5c-9b0c-4834-b9ea-e074218de736,Jamie Davis,First Officer,UA8185,B737,2.53,4.03,True,
0282a46e-fd8e-4676-954f-b83a34c49ffd,Morgan Brown,Flight Attendant,UA8185,B737,2.53,4.03,True,
9b562ce3-ebba-4223-804a-0d7732574fab,Casey Garcia,Flight Attendant,UA8185,A321,2.53,4.03,True,
6ac23210-9626-4c80-b8d4-9022adb8f11e,Avery Davis,Flight Attendant,UA8185,B787,2.53,4.03,True,
a47535f1-5a81-4c7f-ae77-a2974d28738b,Jamie Brown,Flight Attendant,UA8185,A320,2.53,4.03,True,
754a7e7c-f420-4da8-864b-a0bbae1ae57e,Morgan Davis,Flight Attendant,UA8185,A320,2.53,4.03,True,
a195333e-7d5c-4cf7-8076-ff77aba72cf1,Morgan Lee,Captain,UA7768,A321,3.63,5.13,True,
9652b70f-f9f3-46ba-bc43-119c7f06ff12,Taylor Davis,First Officer,UA7768,B737,3.63,5.13,True,
aad97c21-dd98-462f-8b47-ced868a4caac,Reese Smith,Flight Attendant,UA7768,A321,3.63,5.13,True,
c7ddf91c-1fcf-41a5-bacf-14c5b2510abe,Reese Johnson,Flight Attendant,UA7768,A321,3.63,5.13,True,
37804b00-500e-4800-8787-c291f56403ee,Avery Lee,Flight Attendant,UA7768,B737,3.63,5.13,True,
288d7674-8874-45f7-957a-def3a5273624,Jordan Brown,Flight Attendant,UA7768,B787,3.63,5.13,True,
0e300b2d-32ad-4bba-9c8a-e32c8de75390,Taylor Johnson,Flight Attendant,UA7768,CRJ900,3.63,5.13,True,
151f4ad8-eace-4856-aa58-b6626c9c65ee,Jordan Davis,Captain,UA1927,A321,4.35,5.85,True,
eeff3009-8fae-4311-9027-01bf70840160,Jordan Garcia,First Officer,UA1927,A321,4.35,5.85,True,
5cb5887c-5ac0-4af8-828f-4620a691dd8e,Avery Garcia,Flight Attendant,UA1927,CRJ900,4.35,5.85,True,
dac27c3c-47cb-4336-92f8-282fc8edf606,Alex Johnson,Flight Attendant,UA1927,A320,4.35,5.85,True,
dc0378cd-e23b-41b8-985c-8c1370a95cf1,Taylor Davis,Flight Attendant,UA1927,A321,4.35,5.85,True,
4b3cc733-45de-4df8-8a7a-bad4b08e5c8b,Taylor Smith,Flight Attendant,UA1927,A321,4.35,5.85,True,
73d02ca7-77b2-46c2-8312-668b3e4098a8,Jordan Johnson,Captain,UA4989,B737,7.22,10.22,True,
3e1ee32b-d01f-4a68-84c0-3c72be49caa6,Casey Lee,First Officer,UA4989,B787,7.22,10.22,True,
a6c078c5-84a6-486b-b3bf-b1cd03d8640a,Jordan Lee,Flight Attendant,UA4989,B787,7.22,10.22,True,
8a352e0d-a1f5-4e90-9f45-0ca146640514,Jamie Smith,Flight Attendant,UA4989,CRJ900,7.22,10.22,True,
d841cff9-3f28-444f-9d12-950e7cb0186a,Alex Lee,Flight Attendant,UA4989,A320,7.22,10.22,True,
f8db5f3a-3603-49b1-948b-fbe2fb882fd8,Jordan Davis,Captain,UA8105,A320,4.33,5.83,True,
ecbd81e8-8210-486d-bca0-362890b0772a,Jordan Garcia,First Officer,UA8105,B787,4.33,5.83,True,
a84d98ec-643c-4cba-831d-94ebcf962e0a,Jordan Davis,Flight Attendant,UA8105,B737,4.33,5.83,True,
197b0825-5e1b-4775-8294-517c3b04d36e,Alex Garcia,Flight Attendant,UA8105,B737,4.33,5.83,True,
62b381e6-3c14-44a7-9775-c828437cb935,Morgan Lee,Flight Attendant,UA8105,A320,4.33,5.83,True,
f8db5f3a-3603-49b1-948b-fbe2fb882fd8,Jordan Davis,Captain,UA8062,B737,6.42,9.42,True,
ecbd81e8-8210-486d-bca0-362890b0772a,Jordan Garcia,First Officer,UA8062,B787,6.42,9.42,True,
a84d98ec-643c-4cba-831d-94ebcf962e0a,Jordan Davis,Flight Attendant,UA8062,A321,6.42,9.42,True,
197b0825-5e1b-4775-8294-517c3b04d36e,Alex Garcia,Flight Attendant,UA8062,A320,6.42,9.42,True,
62b381e6-3c14-44a7-9775-c828437cb935,Morgan Lee,Flight Attendant,UA8062,CRJ900,6.42,9.42,True,
11361da7-3a4f-438b-8a0e-1a645533dc2c,Taylor Davis,Flight Attendant,UA8062,CRJ900,2.08,3.58,True,
17d85dfd-70c5-4236-b696-2803ef8ae572,Jamie Smith,Flight Attendant,UA8062,A320,2.08,3.58,True,
c699c6f6-1560-4ef8-a8bb-82bf1a2aeabb,Taylor Lee,Captain,UA7032,A320,4.92,6.42,True,
df75652f-1a7a-41b5-be97-2b8f8d0f3d3b,Jordan Martinez,First Officer,UA7032,A321,4.92,6.42,True,
dc9d6633-ac99-437e-8beb-33c5dcfcf45e,Alex Garcia,Flight Attendant,UA7032,B787,4.92,6.42,True,
c8a47590-e94e-46dc-9077-5f48f4157e5f,Reese Brown,Flight Attendant,UA7032,B737,4.92,6.42,True,
77a12048-f05d-4c2f-b5d4-88c55d222166,Reese Smith,Flight Attendant,UA7032,B737,4.92,6.42,True,
14fca47c-9de0-4142-8dff-8314136ab615,Reese Lee,Captain,UA8579,A320,3.95,5.45,True,
f55df6c9-c517-41ca-818f-87cfd2b5695b,Morgan Johnson,First Officer,UA8579,B787,3.95,5.45,True,
1a6fcc37-f89f-409f-8a1d-83572b9c62eb,Jamie Brown,Flight Attendant,UA8579,CRJ900,3.95,5.45,True,
88eb76d6-deb0-4e24-81cb-9b1d20ae379f,Alex Brown,Flight Attendant,UA8579,A321,3.95,5.45,True,
750b7d8c-d0be-456c-aad2-1aebbdab70e1,Jamie Lee,Flight Attendant,UA8579,B737,3.95,5.45,True,
b4ba2f0e-4423-4568-8ce4-e7e7a4ed59a5,Casey Garcia,Flight Attendant,UA8579,CRJ900,3.95,5.45,True,
e9ad11cb-0d8d-4a33-90c9-94a21d69bde5,Casey Johnson,Flight Attendant,UA8579,A320,3.95,5.45,True,
19dd5162-0f1c-4e12-b99f-85a93a04335c,Casey Martinez,Captain,UA3708,A320,2.62,4.12,True,
c76e4b0e-e2c1-4e60-a37c-7f93a685effb,Jordan Garcia,First Officer,UA3708,CRJ900,2.62,4.12,True,
64a9edf4-3a50-4cbf-942b-bca9498e5f9a,Casey Martinez,Flight Attendant,UA3708,CRJ900,2.62,4.12,True,
22c9fa78-9614-40e4-9568-b54f46fcb428,Jamie Martinez,Flight Attendant,UA3708,B787,2.62,4.12,True,
2747efa1-857e-4625-9c12-40cb8f6c04a0,Jamie Martinez,Flight Attendant,UA3708,A321,2.62,4.12,True,
3a29255d-4b06-4f26-abff-283157e05f9f,Jordan Martinez,Flight Attendant,UA3708,B787,2.62,4.12,True,
93cb3042-5ada-444b-928b-4c9e5969b7dc,Casey Johnson,Captain,UA4662,A320,4.25,5.75,True,
2606f8a2-ca5d-4634-b866-358207f78a39,Taylor Martinez,First Officer,UA4662,A320,4.25,5.75,True,
6e68afcd-f2c8-409b-b67e-c245a59b1180,Avery Martinez,Flight Attendant,UA4662,A320,4.25,5.75,True,
5ff4fb02-0335-4bf1-bfde-16ea32990897,Avery Johnson,Flight Attendant,UA4662,A320,4.25,5.75,True,
9206950d-fdf4-4e2c-88f2-e183acaf78c2,Taylor Smith,Flight Attendant,UA4662,B737,4.25,5.75,True,
abbb88b4-7988-4395-83df-81106319ab53,Morgan Martinez,Captain,UA1645,B737,3.2,4.7,True,
1f245bf5-5437-423a-b1c0-339ad80e3d1d,Jordan Garcia,First Officer,UA1645,A320,3.2,4.7,True,
086351f5-5557-49b3-8c76-4c434037ac41,Casey Davis,Flight Attendant,UA1645,A320,3.2,4.7,True,
1595ca47-b6da-4046-b1ce-909c092bb04c,Alex Johnson,Flight Attendant,UA1645,CRJ900,3.2,4.7,True,
3ede0c00-be81-49fd-bc57-49a9c693e9d3,Jamie Smith,Flight Attendant,UA1645,CRJ900,3.2,4.7,True,
d73d46fd-9fd6-4f55-8126-4fae611bf849,Jordan Garcia,Flight Attendant,UA1645,B787,3.2,4.7,True,
20ca5182-14be-454a-a97b-8a2321e24c44,Alex Smith,Captain,UA1712,A321,4.68,6.18,True,
b66eb9b7-6944-4308-8897-925bbb5496af,Casey Brown,First Officer,UA1712,A321,4.68,6.18,True,
386562cd-0aaa-4041-875d-8df1c5b75c9f,Casey Davis,Flight Attendant,UA1712,CRJ900,4.68,6.18,True,
b751e065-8ad1-4bbd-9296-8359c5bd7b43,Jamie Lee,Flight Attendant,UA1712,CRJ900,4.68,6.18,True,
10e4a630-9ec0-411a-a7a1-6daf5550ae9a,Reese Garcia,Flight Attendant,UA1712,B737,4.68,6.18,True,
1e261bab-1da2-4171-a373-4fbc2da0b1c6,Taylor Martinez,Flight Attendant,UA1712,B737,4.68,6.18,True,
21cb0f6b-08e9-4362-8714-4ab0b3a1ff55,Reese Brown,Flight Attendant,UA1712,B737,4.68,6.18,True,
4038a186-378d-46fa-b446-43f505b9e204,Jamie Lee,Flight Attendant,UA1712,B787,4.68,6.18,True,
93cb3042-5ada-444b-928b-4c9e5969b7dc,Casey Johnson,Captain,UA7012,CRJ900,7.38,10.38,True,
2606f8a2-ca5d-4634-b866-358207f78a39,Taylor Martinez,First Officer,UA7012,B787,7.38,10.38,True,
6e68afcd-f2c8-409b-b67e-c245a59b1180,Avery Martinez,Flight Attendant,UA7012,A321,7.38,10.38,True,
5ff4fb02-0335-4bf1-bfde-16ea32990897,Avery Johnson,Flight Attendant,UA7012,A320,7.38,10.38,True,
9206950d-fdf4-4e2c-88f2-e183acaf78c2,Taylor Smith,Flight Attendant,UA7012,A321,7.38,10.38,True,
386562cd-0aaa-4041-875d-8df1c5b75c9f,Casey Davis,Flight Attendant,UA7012,B737,7.82,10.82,True,
e1c05794-c520-452b-a7e9-8c53929196f2,Jordan Garcia,Captain,UA341,A321,4.57,6.07,True,
05cd4d85-677e-4f0c-8bb0-2457b4df6916,Avery Brown,First Officer,UA341,CRJ900,4.57,6.07,True,
958beee7-0cda-498e-833e-979ea6324562,Morgan Davis,Flight Attendant,UA341,B737,4.57,6.07,True,
09a13b7a-08c3-44ab-a2f9-6bd5bd2d6558,Avery Lee,Flight Attendant,UA341,B737,4.57,6.07,True,
1033546c-596d-442b-995a-ad1fa80965a1,Morgan Garcia,Flight Attendant,UA341,B787,4.57,6.07,True,
c2739b9c-a47e-411f-8ab8-71b9ef09bedd,Alex Johnson,Flight Attendant,UA341,A320,4.57,6.07,True,
68dccb36-cc92-42b9-9278-1204fa9aa2bd,Casey Garcia,Flight Attendant,UA341,CRJ900,4.57,6.07,True,
8beeebdf-b1cc-4b62-af89-fabcb4f97d03,Morgan Lee,Captain,UA6309,B787,2.17,3.67,True,
8be43733-0da4-48b5-b3d1-fddd07ead971,Jamie Smith,First Officer,UA6309,A320,2.17,3.67,True,
18ecf2d2-8afa-4aed-ac81-c1b837aa7180,Jamie Smith,Flight Attendant,UA6309,A321,2.17,3.67,True,
3d09df65-e6f0-4776-8dc8-32a58c2495e0,Casey Lee,Flight Attendant,UA6309,B737,2.17,3.67,True,
05aa4e25-fae0-4add-91ac-a49b809266df,Morgan Martinez,Flight Attendant,UA6309,B787,2.17,3.67,True,
302f63bc-4629-4614-b55b-a72ea80e92a7,Morgan Martinez,Flight Attendant,UA6309,B787,2.17,3.67,True,
5ddcdc2a-cf2b-4e6f-9b4d-8dfa160cf1f3,Avery Johnson,Flight Attendant,UA6309,A320,2.17,3.67,True,
143fe05d-affa-4aff-acc9-6518cc8c7730,Avery Garcia,Captain,UA8073,B787,4.75,6.25,True,
00c1d14d-3f95-4608-a73f-413342d4a457,Morgan Smith,First Officer,UA8073,A321,4.75,6.25,True,
5387f841-ee59-4201-9d80-78cc0002c846,Alex Garcia,Flight Attendant,UA8073,A320,4.75,6.25,True,
42b5b078-ee2f-4039-9e43-eed9621112c7,Alex Garcia,Flight Attendant,UA8073,B787,4.75,6.25,True,
14905cfb-65fb-480d-b49f-ce6fb809d5f8,Avery Lee,Flight Attendant,UA8073,A321,4.75,6.25,True,
e98a64ac-0571-431c-9b1a-1b76e71f6e33,Avery Garcia,Flight Attendant,UA8073,B737,4.75,6.25,True,
5195c97f-a1bd-41f3-ad96-25a3c6cd9e62,Avery Brown,Flight Attendant,UA8073,B787,4.75,6.25,True,
447c545e-8868-4cad-b74d-8b05d2e4eaaa,Morgan Lee,Captain,UA1036,CRJ900,4.33,5.83,True,
03a7ac10-cd92-474d-80c3-27aa1e7362e1,Reese Brown,First Officer,UA1036,B787,4.33,5.83,True,
5a426944-1bcb-43c2-8a27-cadd9b5baab2,Morgan Smith,Flight Attendant,UA1036,B737,4.33,5.83,True,
112b1643-b819-4ef9-9f00-7cabe70c95ec,Morgan Martinez,Flight Attendant,UA1036,CRJ900,4.33,5.83,True,
29c58466-b5f7-4ebd-96d5-1fba646b24b2,Jordan Martinez,Flight Attendant,UA1036,B737,4.33,5.83,True,
f718cb11-4b37-4e9e-8663-2316ff7b1eab,Jamie Lee,Captain,UA9849,CRJ900,2.07,3.57,True,
f0ec246f-d3e6-4c5f-b4f2-4e8f1e805254,Jordan Lee,First Officer,UA9849,CRJ900,2.07,3.57,True,
9ddc50a0-4086-4fae-969e-9e858816cbc9,Alex Smith,Flight Attendant,UA9849,B737,2.07,3.57,True,
ea308113-5921-4a96-a551-0081dd61caf9,Casey Garcia,Flight Attendant,UA9849,A320,2.07,3.57,True,
411c5925-3e76-47b3-9e8a-c23cf3679519,Avery Garcia,Flight Attendant,UA9849,A320,2.07,3.57,True,
57ca89f4-66dc-4b96-a3b8-9a74cced9220,Reese Johnson,Flight Attendant,UA9849,B787,2.07,3.57,True,
6e30ce51-8550-4ce8-8d96-b38f3f2fbac4,Morgan Lee,Flight Attendant,UA9849,CRJ900,2.07,3.57,True,
f718cb11-4b37-4e9e-8663-2316ff7b1eab,Jamie Lee,Captain,UA1443,CRJ900,6.1,9.1,True,
f0ec246f-d3e6-4c5f-b4f2-4e8f1e805254,Jordan Lee,First Officer,UA1443,A321,6.1,9.1,True,
9ddc50a0-4086-4fae-969e-9e858816cbc9,Alex Smith,Flight Attendant,UA1443,A320,6.1,9.1,True,
ea308113-5921-4a96-a551-0081dd61caf9,Casey Garcia,Flight Attendant,UA1443,A320,6.1,9.1,True,
411c5925-3e76-47b3-9e8a-c23cf3679519,Avery Garcia,Flight Attendant,UA1443,A321,6.1,9.1,True,
57ca89f4-66dc-4b96-a3b8-9a74cced9220,Reese Johnson,Flight Attendant,UA1443,B787,6.1,9.1,True,
12e9eb79-a4b1-4ee3-b2bc-87d7487c5745,Casey Johnson,Captain,UA4010,A321,6.73,9.73,True,
bc5cae64-8731-471b-a345-069f4dc9e5aa,Reese Smith,First Officer,UA4010,CRJ900,6.73,9.73,True,
ea764687-ecf6-4ecf-9c66-0f47bb281d1f,Alex Brown,Flight Attendant,UA4010,B787,6.73,9.73,True,
d7933a79-bfdd-4fe2-a081-63ad44329082,Taylor Garcia,Flight Attendant,UA4010,B787,6.73,9.73,True,
86fed72e-fced-4ba7-bf75-5f2ed5e20b82,Taylor Martinez,Flight Attendant,UA4010,A320,6.73,9.73,True,
a796b045-c566-4495-8bdc-1b0577fa4fe0,Alex Brown,Captain,UA1738,A321,4.6,6.1,True,
e17a0dfc-4a5b-4159-8f37-814ecf08818d,Avery Martinez,First Officer,UA1738,A321,4.6,6.1,True,
6e30ce51-8550-4ce8-8d96-b38f3f2fbac4,Morgan Lee,Flight Attendant,UA1738,A320,6.67,9.67,True,
5458a635-7697-440f-99ad-5016cdefb68a,Taylor Lee,Flight Attendant,UA1738,B787,4.6,6.1,True,
bd9ee46b-4b87-4a3a-8978-9970401f2303,Jordan Smith,Flight Attendant,UA1738,A321,4.6,6.1,True,
f357c41d-87c7-4e93-bbca-965713b7c526,Jamie Brown,Flight Attendant,UA1738,B787,4.6,6.1,True,
72b1f8d6-ab1c-4d25-b7b0-eba56fe68edd,Alex Davis,Flight Attendant,UA1738,A321,4.6,6.1,True,
e34d662f-b72b-4db5-bfe8-28ef02382fdf,Morgan Brown,Captain,UA2684,B737,3.3,4.8,True,
b1c83858-91cd-4149-8367-1e50f9f3e31d,Taylor Lee,First Officer,UA2684,B787,3.3,4.8,True,
1d1a5063-1db8-4035-bf48-9a65fe84ae4c,Jamie Smith,Flight Attendant,UA2684,CRJ900,3.3,4.8,True,
b2ec6e75-9b20-4b65-9b9d-701870198f6e,Alex Brown,Flight Attendant,UA2684,A321,3.3,4.8,True,
c34d165c-4991-4e9f-920b-f371fd043622,Jamie Davis,Flight Attendant,UA2684,B737,3.3,4.8,True,
a3a4415f-7dfa-491e-ab59-1a055894cb78,Avery Garcia,Flight Attendant,UA2684,A321,3.3,4.8,True,
0760109e-8dbd-4ff0-866c-d8181363c20b,Jordan Martinez,Flight Attendant,UA2684,B737,3.3,4.8,True,
c9667951-f1a4-484f-98d4-f05b5b8d493c,Morgan Martinez,Captain,UA1797,A320,6.53,9.53,True,
2df4c283-4b3c-49a3-8c42-8747ffebbf5e,Alex Martinez,First Officer,UA1797,CRJ900,6.53,9.53,True,
dbb77972-f21f-4995-8951-552464beb541,Casey Garcia,Flight Attendant,UA1797,B737,6.72,9.72,True,
47f22ff8-d920-483f-a6bc-ba218e8d32ed,Morgan Brown,Flight Attendant,UA1797,B737,6.72,9.72,True,
49f0985a-8992-46dd-b743-05bed0a6c0d5,Reese Lee,Flight Attendant,UA1797,B787,6.53,9.53,True,
6edb4430-b66c-44c6-9d15-ae3ef7e339c6,Alex Lee,Flight Attendant,UA1797,A321,6.53,9.53,True,
8981c196-2ba1-4874-94d9-803914d629f8,Taylor Martinez,Captain,UA5717,A321,5.28,8.28,True,
2ba93e5c-9b0c-4834-b9ea-e074218de736,Jamie Davis,First Officer,UA5717,B787,5.28,8.28,True,
0282a46e-fd8e-4676-954f-b83a34c49ffd,Morgan Brown,Flight Attendant,UA5717,CRJ900,5.28,8.28,True,
9b562ce3-ebba-4223-804a-0d7732574fab,Casey Garcia,Flight Attendant,UA5717,B737,5.28,8.28,True,
6ac23210-9626-4c80-b8d4-9022adb8f11e,Avery Davis,Flight Attendant,UA5717,B787,5.28,8.28,True,
a47535f1-5a81-4c7f-ae77-a2974d28738b,Jamie Brown,Flight Attendant,UA5717,B787,5.28,8.28,True,
fc41608f-c80d-40f9-9e96-c2665144a173,Avery Johnson,Captain,UA4633,B737,4.45,5.95,True,
99c1932b-9a5d-49a9-a351-4b01fa900f5c,Jordan Lee,First Officer,UA4633,A320,4.45,5.95,True,
2bf661fe-5c82-43b6-9b5c-19c9b1ae2dbf,Jordan Martinez,Flight Attendant,UA4633,B737,4.45,5.95,True,
c5d9592f-c001-4fa9-9c79-f0d66f69ac32,Jamie Lee,Flight Attendant,UA4633,B787,4.45,5.95,True,
85b56d39-7d6f-41dd-b242-25740ca6d06b,Jordan Davis,Flight Attendant,UA4633,A320,4.45,5.95,True,
6455b943-91de-41ff-9358-4f527cc9d93f,Jordan Brown,Captain,UA9289,B737,4.45,5.95,True,
527bdb8d-643f-4851-9fae-871e3fb08364,Reese Brown,First Officer,UA9289,CRJ900,4.45,5.95,True,
92f5739f-747b-4867-b646-54f2061a01c6,Morgan Garcia,Flight Attendant,UA9289,A321,4.45,5.95,True,
37f99835-fdc6-407f-ab67-0d0fd5a8e573,Reese Lee,Flight Attendant,UA9289,A320,4.45,5.95,True,
3097c47a-47fb-46d8-97ad-c9b2c89830c5,Alex Martinez,Flight Attendant,UA9289,B737,4.45,5.95,True,
fc0cc55c-715b-4e7e-b2f5-df50c692ab89,Casey Martinez,Flight Attendant,UA9289,A321,4.45,5.95,True,
9c800cfc-d11e-4235-9722-45a5eb6b976e,Reese Smith,Flight Attendant,UA9289,B737,4.45,5.95,True,
6e8e0cae-ad83-4093-a0e2-2ec3bd8a996b,Morgan Garcia,Flight Attendant,UA9289,A320,4.45,5.95,True,
20ca5182-14be-454a-a97b-8a2321e24c44,Alex Smith,Captain,UA2188,A321,7.13,10.13,True,
b66eb9b7-6944-4308-8897-925bbb5496af,Casey Brown,First Officer,UA2188,CRJ900,7.13,10.13,True,
b751e065-8ad1-4bbd-9296-8359c5bd7b43,Jamie Lee,Flight Attendant,UA2188,B787,7.13,10.13,True,
10e4a630-9ec0-411a-a7a1-6daf5550ae9a,Reese Garcia,Flight Attendant,UA2188,A320,7.13,10.13,True,
1e261bab-1da2-4171-a373-4fbc2da0b1c6,Taylor Martinez,Flight Attendant,UA2188,B737,7.13,10.13,True,
21cb0f6b-08e9-4362-8714-4ab0b3a1ff55,Reese Brown,Flight Attendant,UA2188,A320,7.13,10.13,True,
4038a186-378d-46fa-b446-43f505b9e204,Jamie Lee,Flight Attendant,UA2188,A321,7.13,10.13,True,
075e0faf-8faa-488d-9ba8-8ce40c756a3b,Taylor Davis,Captain,UA9273,CRJ900,4.62,7.62,True,
ea95aea7-236b-4103-87b4-a3486f68784a,Jamie Davis,First Officer,UA9273,B737,4.62,7.62,True,
bbcd4605-dbb2-4de3-a113-380fdf5adf2b,Avery Lee,Flight Attendant,UA9273,A321,4.58,7.58,True,
d83b5633-1abc-4dae-8f00-81a982a96385,Morgan Martinez,Flight Attendant,UA9273,B737,4.58,7.58,True,
de66b51c-1e46-4b3f-8e99-e42b1c30cb37,Taylor Lee,Flight Attendant,UA9273,A320,4.58,7.58,True,
fece3b09-4437-492b-8318-28fc0a5670a3,Avery Lee,Flight Attendant,UA9273,B737,4.62,7.62,True,
6c2eb6c4-6ddc-467c-bea1-a4495663fa62,Jordan Johnson,Flight Attendant,UA9273,A320,4.62,7.62,True,
